"samplename"	"platform"	"label"	"obervations"	"batch"	"bigfamily"	"family"	"celltype"	"coarsegrain"	"finegrain"	"treatment"
"SRR7963710"	"SRR7963710"	"Illumina HiSeq 3000"	"osteoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR7963711"	"SRR7963711"	"Illumina HiSeq 3000"	"osteoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR7963712"	"SRR7963712"	"Illumina HiSeq 3000"	"osteoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR7963713"	"SRR7963713"	"Illumina HiSeq 3000"	"osteoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR7963714"	"SRR7963714"	"Illumina HiSeq 3000"	"osteoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR7963715"	"SRR7963715"	"Illumina HiSeq 3000"	"osteoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"yes"
"SRR7963716"	"SRR7963716"	"Illumina HiSeq 3000"	"osteoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR7963717"	"SRR7963717"	"Illumina HiSeq 3000"	"osteoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR7963718"	"SRR7963718"	"Illumina HiSeq 3000"	"osteoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"osteoblasts"	"noise"	"noise"	"no"
"SRR7963731"	"SRR7963731"	"Illumina HiSeq 3000"	"myoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR7963732"	"SRR7963732"	"Illumina HiSeq 3000"	"myoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR7963733"	"SRR7963733"	"Illumina HiSeq 3000"	"myoblasts"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR7963734"	"SRR7963734"	"Illumina HiSeq 3000"	"myoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR7963735"	"SRR7963735"	"Illumina HiSeq 3000"	"myoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR7963736"	"SRR7963736"	"Illumina HiSeq 3000"	"myoblasts"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR7963737"	"SRR7963737"	"Illumina HiSeq 3000"	"myoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR7963738"	"SRR7963738"	"Illumina HiSeq 3000"	"myoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR7963739"	"SRR7963739"	"Illumina HiSeq 3000"	"myoblasts"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"yes"
"SRR7963740"	"SRR7963740"	"Illumina HiSeq 3000"	"myoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR7963741"	"SRR7963741"	"Illumina HiSeq 3000"	"myoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR7963742"	"SRR7963742"	"Illumina HiSeq 3000"	"myoblasts"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"myoblasts"	"noise"	"noise"	"no"
"SRR7963743"	"SRR7963743"	"Illumina HiSeq 3000"	"adipocytes"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR7963744"	"SRR7963744"	"Illumina HiSeq 3000"	"adipocytes"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR7963745"	"SRR7963745"	"Illumina HiSeq 3000"	"adipocytes"	"Methylprednisolone2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR7963746"	"SRR7963746"	"Illumina HiSeq 3000"	"adipocytes"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7963747"	"SRR7963747"	"Illumina HiSeq 3000"	"adipocytes"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7963748"	"SRR7963748"	"Illumina HiSeq 3000"	"adipocytes"	"Vehicle2"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7963749"	"SRR7963749"	"Illumina HiSeq 3000"	"adipocytes"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR7963750"	"SRR7963750"	"Illumina HiSeq 3000"	"adipocytes"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR7963751"	"SRR7963751"	"Illumina HiSeq 3000"	"adipocytes"	"Methylprednisolone6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"yes"
"SRR7963752"	"SRR7963752"	"Illumina HiSeq 3000"	"adipocytes"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7963753"	"SRR7963753"	"Illumina HiSeq 3000"	"adipocytes"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7963754"	"SRR7963754"	"Illumina HiSeq 3000"	"adipocytes"	"Vehicle6"	"SRP136108"	"Stromal"	"Mesenchimal"	"adipocytes"	"noise"	"noise"	"no"
"SRR7059149"	"SRR7059149"	"Illumina HiSeq 4000"	"Peripheral Blood Effector memory CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR7059150"	"SRR7059150"	"Illumina HiSeq 4000"	"Peripheral Blood Effector memory CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR7059151"	"SRR7059151"	"Illumina HiSeq 4000"	"Peripheral Blood Effector memory CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR7059152"	"SRR7059152"	"Illumina HiSeq 4000"	"Peripheral Blood Effector memory CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR7059153"	"SRR7059153"	"Illumina HiSeq 4000"	"Peripheral Blood Effector memory CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR7059154"	"SRR7059154"	"Illumina HiSeq 4000"	"Peripheral Blood Naive CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"naive.CD8.T.cells"	"CD8.T.cells"	"naive.CD8.T.cells"	"no"
"SRR7059155"	"SRR7059155"	"Illumina HiSeq 4000"	"Peripheral Blood Naive CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"naive.CD8.T.cells"	"CD8.T.cells"	"naive.CD8.T.cells"	"no"
"SRR7059156"	"SRR7059156"	"Illumina HiSeq 4000"	"Peripheral Blood Naive CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"naive.CD8.T.cells"	"CD8.T.cells"	"naive.CD8.T.cells"	"no"
"SRR7059157"	"SRR7059157"	"Illumina HiSeq 4000"	"Peripheral Blood Naive CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"naive.CD8.T.cells"	"CD8.T.cells"	"naive.CD8.T.cells"	"no"
"SRR7059158"	"SRR7059158"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059159"	"SRR7059159"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059160"	"SRR7059160"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059161"	"SRR7059161"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059162"	"SRR7059162"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059163"	"SRR7059163"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059164"	"SRR7059164"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39- CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059165"	"SRR7059165"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059166"	"SRR7059166"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059167"	"SRR7059167"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059168"	"SRR7059168"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059169"	"SRR7059169"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059170"	"SRR7059170"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059171"	"SRR7059171"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7059172"	"SRR7059172"	"Illumina HiSeq 4000"	"Tumor infiltrating CD39+ CD8 T cells"	"no_treament"	"SRP142468"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR7547693"	"SRR7547693"	"Illumina HiSeq 2000"	"proliferating cells"	"no_treament"	"SRP154577"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7547694"	"SRR7547694"	"Illumina HiSeq 2000"	"proliferating cells"	"no_treament"	"SRP154577"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7547695"	"SRR7547695"	"Illumina HiSeq 2000"	"proliferating cells"	"no_treament"	"SRP154577"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7547696"	"SRR7547696"	"Illumina HiSeq 2000"	"7 day contact inhibited cells (quiescent)"	"no_treament"	"SRP154577"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7547697"	"SRR7547697"	"Illumina HiSeq 2000"	"7 day contact inhibited cells (quiescent)"	"no_treament"	"SRP154577"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7547698"	"SRR7547698"	"Illumina HiSeq 2000"	"7 day contact inhibited cells (quiescent)"	"no_treament"	"SRP154577"	"Stromal"	"Mesenchimal"	"fibroblasts"	"fibroblasts"	"fibroblasts"	"no"
"SRR7647654"	"SRR7647654"	"Illumina NovaSeq 6000"	"Bulk_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7647655"	"SRR7647655"	"Illumina NovaSeq 6000"	"Bulk_B"	"treatment1"	"SRP156452"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7647656"	"SRR7647656"	"Illumina NovaSeq 6000"	"Mem_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"memory.B.cells"	"B.cells"	"memory.B.cells"	"no"
"SRR7647657"	"SRR7647657"	"Illumina NovaSeq 6000"	"Mem_B"	"treatment1"	"SRP156452"	"Immune"	"B"	"memory.B.cells"	"B.cells"	"memory.B.cells"	"yes"
"SRR7647658"	"SRR7647658"	"Illumina NovaSeq 6000"	"Naive_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"no"
"SRR7647659"	"SRR7647659"	"Illumina NovaSeq 6000"	"Naive_B"	"treatment1"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"yes"
"SRR7647660"	"SRR7647660"	"Illumina NovaSeq 6000"	"Plasmablasts"	"no_treament"	"SRP156452"	"Immune"	"B"	"Plasmablasts"	"B.cells"	"other"	"no"
"SRR7647696"	"SRR7647696"	"Illumina NovaSeq 6000"	"Bulk_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7647697"	"SRR7647697"	"Illumina NovaSeq 6000"	"Bulk_B"	"treatment1"	"SRP156452"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"yes"
"SRR7647698"	"SRR7647698"	"Illumina NovaSeq 6000"	"Mem_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"memory.B.cells"	"B.cells"	"memory.B.cells"	"no"
"SRR7647699"	"SRR7647699"	"Illumina NovaSeq 6000"	"Mem_B"	"treatment1"	"SRP156452"	"Immune"	"B"	"memory.B.cells"	"B.cells"	"memory.B.cells"	"yes"
"SRR7647700"	"SRR7647700"	"Illumina NovaSeq 6000"	"Naive_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"no"
"SRR7647734"	"SRR7647734"	"Illumina NovaSeq 6000"	"Naive_B"	"treatment1"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"yes"
"SRR7647767"	"SRR7647767"	"Illumina NovaSeq 6000"	"Bulk_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"B.cells"	"B.cells"	"other"	"no"
"SRR7647769"	"SRR7647769"	"Illumina NovaSeq 6000"	"Naive_B"	"no_treament"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"no"
"SRR7647802"	"SRR7647802"	"Illumina HiSeq 4000"	"Naive_B"	"treatment2"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"yes"
"SRR7647817"	"SRR7647817"	"Illumina HiSeq 4000"	"Naive_B"	"treatment2"	"SRP156452"	"Immune"	"B"	"naive.B.cells"	"B.cells"	"naive.B.cells"	"yes"
"SRR11007071"	"SRR11007071"	"Illumina NovaSeq 6000"	"Effector_CD4pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007073"	"SRR11007073"	"Illumina NovaSeq 6000"	"Follicular_T_Helper"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007075"	"SRR11007075"	"Illumina NovaSeq 6000"	"Memory_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"memory.CD4.T.cells"	"CD4.T.cells"	"memory.CD4.T.cells"	"no"
"SRR11007077"	"SRR11007077"	"Illumina NovaSeq 6000"	"Memory_Tregs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR11007079"	"SRR11007079"	"Illumina NovaSeq 6000"	"Naive_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"naive.CD4.T.cells"	"CD4.T.cells"	"naive.CD4.T.cells"	"no"
"SRR11007081"	"SRR11007081"	"Illumina NovaSeq 6000"	"Naive_Tregs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR11007082"	"SRR11007082"	"Illumina NovaSeq 6000"	"Regulatory_T"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR11007084"	"SRR11007084"	"Illumina NovaSeq 6000"	"Th1_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007086"	"SRR11007086"	"Illumina NovaSeq 6000"	"Th17_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007088"	"SRR11007088"	"Illumina NovaSeq 6000"	"Th2_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007106"	"SRR11007106"	"Illumina NovaSeq 6000"	"Follicular_T_Helper"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007108"	"SRR11007108"	"Illumina NovaSeq 6000"	"Memory_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"memory.CD4.T.cells"	"CD4.T.cells"	"memory.CD4.T.cells"	"no"
"SRR11007111"	"SRR11007111"	"Illumina NovaSeq 6000"	"Naive_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"naive.CD4.T.cells"	"CD4.T.cells"	"naive.CD4.T.cells"	"no"
"SRR11007113"	"SRR11007113"	"Illumina NovaSeq 6000"	"Regulatory_T"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR11007115"	"SRR11007115"	"Illumina NovaSeq 6000"	"Th1_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007117"	"SRR11007117"	"Illumina NovaSeq 6000"	"Th17_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007119"	"SRR11007119"	"Illumina NovaSeq 6000"	"Th2_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007139"	"SRR11007139"	"Illumina NovaSeq 6000"	"Follicular_T_Helper"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007141"	"SRR11007141"	"Illumina NovaSeq 6000"	"Memory_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"memory.CD4.T.cells"	"CD4.T.cells"	"memory.CD4.T.cells"	"no"
"SRR11007145"	"SRR11007145"	"Illumina NovaSeq 6000"	"Naive_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"naive.CD4.T.cells"	"CD4.T.cells"	"naive.CD4.T.cells"	"no"
"SRR11007147"	"SRR11007147"	"Illumina NovaSeq 6000"	"Regulatory_T"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR11007149"	"SRR11007149"	"Illumina NovaSeq 6000"	"Th1_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007152"	"SRR11007152"	"Illumina NovaSeq 6000"	"Th17_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007172"	"SRR11007172"	"Illumina NovaSeq 6000"	"Follicular_T_Helper"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007174"	"SRR11007174"	"Illumina NovaSeq 6000"	"Memory_Teffs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"memory.CD4.T.cells"	"CD4.T.cells"	"memory.CD4.T.cells"	"no"
"SRR11007176"	"SRR11007176"	"Illumina NovaSeq 6000"	"Memory_Tregs"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR11007182"	"SRR11007182"	"Illumina NovaSeq 6000"	"Regulatory_T"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"regulatory.T.cells"	"CD4.T.cells"	"regulatory.T.cells"	"no"
"SRR7647809"	"SRR7647809"	"Illumina HiSeq 4000"	"Effector_CD4pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7647811"	"SRR7647811"	"Illumina HiSeq 4000"	"Th1_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7647812"	"SRR7647812"	"Illumina HiSeq 4000"	"Th17_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR7647813"	"SRR7647813"	"Illumina HiSeq 4000"	"Th2_precursors"	"no_treament"	"SRP156452"	"Immune"	"CD4"	"CD4.T.cells"	"CD4.T.cells"	"other"	"no"
"SRR11007061"	"SRR11007061"	"Illumina NovaSeq 6000"	"CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR11007063"	"SRR11007063"	"Illumina NovaSeq 6000"	"Central_memory_CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR11007065"	"SRR11007065"	"Illumina NovaSeq 6000"	"Effector_memory_CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR11007067"	"SRR11007067"	"Illumina NovaSeq 6000"	"Naive_CD8_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"naive.CD8.T.cells"	"CD8.T.cells"	"naive.CD8.T.cells"	"no"
"SRR11007096"	"SRR11007096"	"Illumina NovaSeq 6000"	"CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR11007099"	"SRR11007099"	"Illumina NovaSeq 6000"	"Effector_memory_CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR11007102"	"SRR11007102"	"Illumina NovaSeq 6000"	"Naive_CD8_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"naive.CD8.T.cells"	"CD8.T.cells"	"naive.CD8.T.cells"	"no"
"SRR11007127"	"SRR11007127"	"Illumina NovaSeq 6000"	"CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR11007129"	"SRR11007129"	"Illumina NovaSeq 6000"	"Central_memory_CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR11007160"	"SRR11007160"	"Illumina NovaSeq 6000"	"CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"CD8.T.cells"	"CD8.T.cells"	"other"	"no"
"SRR11007162"	"SRR11007162"	"Illumina NovaSeq 6000"	"Central_memory_CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR11007164"	"SRR11007164"	"Illumina NovaSeq 6000"	"Effector_memory_CD8pos_T"	"no_treament"	"SRP156452"	"Immune"	"CD8"	"memory.CD8.T.cells"	"CD8.T.cells"	"memory.CD8.T.cells"	"no"
"SRR11007092"	"SRR11007092"	"Illumina NovaSeq 6000"	"Monocytes"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR11007093"	"SRR11007093"	"Illumina NovaSeq 6000"	"Monocytes"	"treatment1"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR11007094"	"SRR11007094"	"Illumina NovaSeq 6000"	"Myeloid_DCs"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR11007124"	"SRR11007124"	"Illumina NovaSeq 6000"	"Monocytes"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR11007125"	"SRR11007125"	"Illumina NovaSeq 6000"	"Monocytes"	"treatment1"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
"SRR11007126"	"SRR11007126"	"Illumina NovaSeq 6000"	"Myeloid_DCs"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"myeloid.dendritic.cells"	"monocytic.lineage"	"myeloid.dendritic.cells"	"no"
"SRR11007158"	"SRR11007158"	"Illumina NovaSeq 6000"	"Monocytes"	"no_treament"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"no"
"SRR11007159"	"SRR11007159"	"Illumina NovaSeq 6000"	"Monocytes"	"treatment1"	"SRP156452"	"Immune"	"MYELOID"	"monocytes"	"monocytic.lineage"	"monocytes"	"yes"
